 0.00000000E+00  0.00000000E+00  0.54474972E-01 -0.00000000E+00
 0.10000000E-02  0.54474884E-04  0.54474708E-01 -0.52719150E-03
 0.20000001E-02  0.10894924E-03  0.54473918E-01 -0.10543779E-02
